,Air Quality Health Index,Carbon Monoxide,Fine Particulate Matter,Methane,Nitric Oxide,Nitrogen Dioxide,Non-methane Hydrocarbons,Outdoor Temperature,Ozone,Relative Humidity,Total Oxides of Nitrogen,Wind Direction,Wind Speed
29285,4.0,0.97,16.0,2.3,0.078,0.041,0.0,-3.3,0.003,99.6,0.118,0.0,0.0
29286,4.0,0.4,9.4,0.0,0.003,0.034,0.0,-3.2,0.006,83.3,0.037,303.0,4.4
29283,3.0,0.57,12.0,0.0,0.016,0.04,0.0,-3.2,0.001,84.4,0.056,298.0,2.6
29282,4.0,0.87,14.3,2.3,0.05,0.041,0.0,-2.6,0.003,99.7,0.091,0.0,0.0
29280,3.0,0.37,5.5,0.0,0.002,0.027,0.0,-1.5,0.012,77.1,0.029,358.0,1.6
29279,4.0,0.75,14.5,2.2,0.013,0.038,0.0,-1.9,0.003,99.8,0.05,0.0,0.0
29277,3.0,0.25,2.6,0.0,0.0,0.014,0.0,0.3,0.026,69.8,0.014,295.0,3.3
29276,3.0,0.51,9.0,2.2,0.006,0.035,0.0,-0.1,0.007,84.6,0.041,22.0,3.2
29274,2.0,0.22,2.9,0.0,0.001,0.01,0.0,1.6,0.03,64.0,0.011,332.0,2.0
29273,3.0,0.31,3.4,2.1,0.001,0.016,0.0,1.4,0.027,68.5,0.017,1.0,7.7
29270,3.0,0.25,2.2,2.1,0.002,0.008,0.0,2.2,0.036,63.9,0.01,3.0,11.1
29271,2.0,0.18,2.6,0.0,0.001,0.005,0.0,2.6,0.036,60.0,0.006,8.0,6.3
29267,3.0,0.25,2.0,2.1,0.004,0.008,0.0,2.8,0.037,61.5,0.012,5.0,12.6
29268,2.0,0.16,1.8,0.0,0.001,0.004,0.0,3.4,0.037,57.2,0.005,18.0,8.0
29265,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29264,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29262,2.0,0.19,5.4,0.0,0.009,0.01,0.0,2.3,0.026,52.0,0.019,288.0,6.4
29261,3.0,0.24,1.1,2.1,0.005,0.007,0.0,3.0,0.036,60.7,0.012,2.0,13.4
29258,3.0,0.26,3.8,2.1,0.008,0.01,0.0,2.7,0.03,56.0,0.018,322.0,10.2
29259,2.0,0.2,5.6,0.0,0.008,0.009,0.0,0.4,0.026,54.3,0.017,288.0,10.4
29256,2.0,0.22,6.2,0.0,0.008,0.01,0.0,-1.4,0.023,59.2,0.018,295.0,11.7
29255,3.0,0.27,4.2,2.1,0.009,0.012,0.0,1.4,0.027,59.1,0.02,325.0,14.1
29253,2.0,0.22,6.8,0.0,0.006,0.015,0.0,-2.9,0.018,65.4,0.021,296.0,11.4
29252,3.0,0.3,4.4,2.1,0.011,0.021,0.0,0.3,0.018,64.1,0.031,313.0,5.8
29249,3.0,0.29,3.0,2.1,0.004,0.02,0.0,0.2,0.019,64.9,0.024,321.0,8.5
29250,2.0,0.22,5.8,0.0,0.002,0.016,0.0,-3.0,0.017,65.8,0.018,297.0,10.0
29246,3.0,0.25,1.3,2.1,0.0,0.016,0.0,0.7,0.023,64.5,0.016,321.0,13.2
29247,3.0,0.19,5.1,0.0,0.0,0.016,0.0,-2.9,0.016,65.4,0.016,292.0,12.0
29244,3.0,0.18,6.3,0.0,0.0,0.018,0.0,-2.8,0.014,66.3,0.018,292.0,12.1
29243,3.0,0.25,3.8,2.1,0.001,0.017,0.0,-0.3,0.02,65.2,0.018,333.0,10.7
29241,3.0,0.17,10.8,0.0,0.0,0.014,0.0,-3.1,0.017,66.6,0.014,291.0,11.9
29240,3.0,0.23,4.9,2.1,0.0,0.014,0.0,-0.6,0.023,64.5,0.014,338.0,12.9
29237,3.0,0.22,4.1,2.1,0.0,0.013,0.0,-0.8,0.024,64.3,0.013,339.0,11.5
29238,2.0,0.17,11.1,0.0,0.0,0.014,0.0,-3.3,0.018,66.7,0.014,300.0,10.1
29235,2.0,0.0,7.7,0.0,0.0,0.0,0.0,-2.5,0.0,65.4,0.0,295.0,11.3
29234,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,65.2,0.0,323.0,13.0
29232,2.0,0.14,3.9,0.0,0.0,0.009,0.0,-0.4,0.026,66.4,0.009,303.0,9.7
29231,2.0,0.21,0.0,2.1,0.0,0.012,0.0,0.4,0.029,69.5,0.011,341.0,6.0
29228,2.0,0.21,0.3,2.1,0.0,0.012,0.0,0.3,0.028,67.1,0.011,325.0,9.7
29229,2.0,0.15,3.7,0.0,0.0,0.014,0.0,-0.7,0.021,67.1,0.014,302.0,8.7
29225,3.0,0.21,0.4,2.1,0.0,0.01,0.0,0.6,0.03,64.7,0.01,318.0,12.5
29226,3.0,0.16,4.5,0.0,0.0,0.014,0.0,-1.1,0.021,64.5,0.014,298.0,9.8
29223,3.0,0.17,4.3,0.0,0.0,0.017,0.0,-1.2,0.019,62.5,0.017,300.0,9.2
29222,3.0,0.25,1.2,2.1,0.0,0.018,0.0,-0.2,0.021,60.8,0.018,353.0,6.3
29220,3.0,0.17,4.8,0.0,0.0,0.016,0.0,-1.4,0.019,61.3,0.016,298.0,9.1
29219,3.0,0.24,1.0,2.1,0.0,0.017,0.0,-0.3,0.023,56.2,0.016,343.0,7.6
29217,3.0,0.17,4.0,0.0,0.0,0.018,0.0,-1.7,0.018,59.3,0.018,302.0,8.4
29216,4.0,0.31,2.7,2.1,0.0,0.023,0.0,-0.9,0.017,58.2,0.023,4.0,4.9
29214,3.0,0.17,4.4,0.0,0.0,0.017,0.0,-1.8,0.021,56.3,0.017,298.0,8.3
29213,4.0,0.41,5.4,2.2,0.005,0.033,0.0,-1.7,0.008,61.8,0.037,2.0,2.1
29211,3.0,0.2,5.3,0.0,0.0,0.016,0.0,-1.3,0.023,53.7,0.016,310.0,7.7
29210,4.0,0.53,11.2,2.3,0.021,0.041,0.0,-1.6,0.003,65.1,0.062,0.0,0.0
29207,4.0,0.57,17.0,2.2,0.024,0.04,0.0,-0.6,0.004,61.1,0.064,0.0,0.0
29208,3.0,0.35,6.1,0.0,0.003,0.03,0.0,-1.6,0.01,59.4,0.033,311.0,3.0
29205,3.0,0.23,4.5,0.0,0.001,0.016,0.0,1.3,0.025,46.5,0.017,301.0,3.4
29204,3.0,0.34,5.6,2.1,0.009,0.032,0.0,2.2,0.013,42.0,0.041,267.0,1.1
29202,2.0,0.2,4.3,0.0,0.004,0.011,0.0,2.1,0.029,42.6,0.015,294.0,5.1
29201,3.0,0.34,6.1,2.1,0.023,0.031,0.0,3.7,0.017,36.9,0.054,268.0,3.1
29199,2.0,0.18,4.4,0.0,0.004,0.008,0.0,1.7,0.031,43.0,0.012,289.0,6.0
29198,3.0,0.28,4.0,2.1,0.01,0.016,0.0,2.6,0.028,37.5,0.025,255.0,4.7
29196,2.0,0.15,4.0,0.0,0.004,0.006,0.0,0.3,0.032,44.8,0.011,287.0,7.8
29195,3.0,0.3,6.7,2.1,0.021,0.02,0.0,2.8,0.024,37.0,0.041,272.0,3.7
29192,3.0,0.27,5.0,2.1,0.011,0.012,0.0,1.4,0.029,39.9,0.023,330.0,5.8
29193,2.0,0.15,4.7,0.0,0.005,0.006,0.0,-1.1,0.03,48.6,0.011,293.0,7.7
29189,3.0,0.27,5.0,2.1,0.014,0.014,0.0,-0.7,0.025,46.6,0.028,332.0,5.4
29190,2.0,0.16,5.8,0.0,0.005,0.006,0.0,-3.4,0.028,56.0,0.011,300.0,9.8
29186,3.0,0.31,6.3,2.2,0.03,0.026,0.0,-2.1,0.015,52.3,0.056,276.0,2.2
29187,2.0,0.17,5.5,0.0,0.005,0.008,0.0,-5.0,0.025,60.0,0.012,302.0,9.9
29184,2.0,0.17,6.0,0.0,0.004,0.009,0.0,-6.4,0.023,64.3,0.013,309.0,10.0
29183,3.0,0.29,6.2,2.1,0.019,0.022,0.0,-3.9,0.018,62.4,0.041,323.0,4.0
29181,2.0,0.17,6.5,0.0,0.003,0.013,0.0,-7.7,0.018,68.9,0.015,306.0,8.2
29180,3.0,0.27,5.2,2.1,0.004,0.017,0.0,-5.7,0.0,72.1,0.022,332.0,2.8
29177,3.0,0.25,5.8,2.1,0.001,0.023,0.0,-6.5,0.012,76.1,0.023,318.0,2.2
29178,2.0,0.18,6.6,0.0,0.001,0.017,0.0,-8.1,0.013,71.8,0.018,307.0,7.1
29175,3.0,0.18,8.1,0.0,0.0,0.017,0.0,-8.1,0.012,73.0,0.018,306.0,8.0
29174,3.0,0.24,6.6,2.1,0.0,0.02,0.0,-6.0,0.014,73.9,0.02,330.0,5.2
29172,3.0,0.18,9.3,0.0,0.0,0.018,0.0,-8.1,0.011,74.2,0.018,309.0,8.3
29171,3.0,0.25,7.7,2.1,0.0,0.016,0.0,-5.7,0.016,73.8,0.016,328.0,7.8
29168,3.0,0.26,9.4,2.2,0.0,0.018,0.0,-5.4,0.014,74.3,0.018,321.0,7.2
29169,3.0,0.18,10.8,0.0,0.0,0.019,0.0,-7.7,0.01,74.5,0.019,312.0,8.1
29166,3.0,0.0,13.8,0.0,0.0,0.0,0.0,-7.2,0.0,75.6,0.0,306.0,6.0
29165,3.0,0.0,15.5,0.0,0.0,0.0,0.0,-5.3,0.0,79.2,0.0,346.0,8.6
29163,3.0,0.22,18.2,0.0,0.001,0.023,0.0,-6.6,0.005,76.2,0.025,306.0,7.5
29162,3.0,0.28,17.9,2.3,0.0,0.02,0.0,-4.2,0.009,80.5,0.021,337.0,10.3
29160,3.0,0.19,19.1,0.0,0.0,0.021,0.0,-5.5,0.008,80.2,0.021,304.0,7.0
29159,3.0,0.27,14.4,2.2,0.0,0.017,0.0,-3.2,0.014,99.5,0.017,335.0,10.0
29157,2.0,0.18,6.3,0.0,0.0,0.013,0.0,-3.7,0.021,84.9,0.013,305.0,7.3
29156,3.0,0.29,4.8,2.1,0.0,0.02,0.0,-2.0,0.017,99.3,0.02,321.0,4.0
29154,2.0,0.2,2.7,0.0,0.0,0.011,0.0,-1.9,0.025,80.3,0.011,306.0,5.3
29153,3.0,0.29,1.5,2.1,0.0,0.015,0.0,-0.9,0.024,83.8,0.014,337.0,3.4
29150,3.0,0.29,1.6,2.1,0.0,0.022,0.0,-0.5,0.018,74.5,0.022,328.0,3.1
29151,2.0,0.2,2.1,0.0,0.0,0.011,0.0,-1.6,0.026,77.3,0.011,312.0,5.4
29147,3.0,0.28,1.8,2.1,0.001,0.027,0.0,-0.5,0.015,73.9,0.028,300.0,3.1
29148,2.0,0.2,2.0,0.0,0.0,0.012,0.0,-1.4,0.027,74.3,0.012,310.0,5.1
29144,3.0,0.29,1.6,2.1,0.004,0.031,0.0,-0.6,0.012,77.5,0.035,270.0,4.0
29145,2.0,0.18,2.6,0.0,0.0,0.008,0.0,-1.1,0.032,71.2,0.008,293.0,5.7
29141,2.0,0.27,1.4,2.1,0.0,0.011,0.0,-0.5,0.03,84.1,0.01,324.0,5.5
29142,2.0,0.18,3.3,0.0,0.0,0.009,0.0,-1.1,0.03,73.8,0.009,296.0,5.5
29138,3.0,0.26,1.7,2.1,0.0,0.01,0.0,-0.6,0.029,100.0,0.01,338.0,8.9
29139,2.0,0.16,4.0,0.0,0.0,0.006,0.0,-0.9,0.034,75.9,0.006,323.0,6.0
29136,3.0,0.15,3.9,0.0,0.0,0.006,0.0,-0.6,0.033,76.4,0.006,348.0,7.4
29135,3.0,0.26,4.3,2.1,0.0,0.008,0.0,-0.6,0.031,99.9,0.008,357.0,12.5
29133,3.0,0.16,5.9,0.0,0.0,0.005,0.0,-0.3,0.035,75.3,0.006,0.0,7.2
29132,3.0,0.27,10.0,2.1,0.001,0.009,0.0,-0.4,0.033,99.9,0.01,5.0,9.1
29129,3.0,0.25,11.6,2.1,0.001,0.007,0.0,-0.7,0.034,99.8,0.008,353.0,10.7
29130,3.0,0.16,7.3,0.0,0.001,0.005,0.0,-0.5,0.036,79.4,0.005,4.0,6.5
29127,2.0,0.15,7.9,0.0,0.001,0.005,0.0,-0.8,0.034,80.4,0.006,1.0,8.4
29126,3.0,0.24,9.6,2.1,0.002,0.006,0.0,-0.9,0.033,99.8,0.008,355.0,15.5
29124,2.0,0.16,5.4,0.0,0.002,0.005,0.0,-0.4,0.032,73.4,0.007,346.0,13.1
29123,3.0,0.25,6.2,2.1,0.003,0.007,0.0,-0.3,0.031,83.8,0.009,354.0,19.7
29121,2.0,0.16,5.4,0.0,0.002,0.005,0.0,-0.1,0.031,66.5,0.007,342.0,12.9
29120,3.0,0.26,8.5,2.1,0.003,0.007,0.0,0.0,0.03,75.2,0.009,354.0,19.0
29117,3.0,0.3,5.3,2.1,0.006,0.012,0.0,-0.5,0.024,72.9,0.018,341.0,10.9
29118,2.0,0.2,7.0,0.0,0.005,0.01,0.0,-2.0,0.023,60.9,0.015,298.0,7.4
29114,4.0,0.31,5.7,2.1,0.008,0.019,0.0,-2.3,0.016,76.0,0.028,337.0,8.5
29115,2.0,0.19,6.0,0.0,0.004,0.012,0.0,-3.4,0.021,63.1,0.016,301.0,10.2
29112,2.0,0.18,4.6,0.0,0.001,0.013,0.0,-3.8,0.02,64.0,0.015,293.0,10.0
29111,4.0,0.42,9.5,2.3,0.051,0.039,0.0,-4.4,0.004,83.4,0.091,310.0,4.8
29109,2.0,0.17,4.6,0.0,0.0,0.013,0.0,-4.0,0.021,61.9,0.013,294.0,11.4
29108,4.0,0.43,11.7,2.4,0.074,0.045,0.0,-5.6,0.002,87.7,0.119,201.0,2.5
29106,2.0,0.19,5.3,0.0,0.0,0.012,0.0,-4.1,0.021,60.2,0.012,303.0,8.9
29105,4.0,0.44,9.7,2.3,0.049,0.04,0.0,-6.4,0.001,99.1,0.089,15.0,1.7
29103,2.0,0.18,4.9,0.0,0.0,0.012,0.0,-4.3,0.021,59.9,0.012,303.0,7.7
29102,3.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29099,4.0,0.0,9.2,0.0,0.0,0.0,0.0,-7.4,0.0,0.0,0.0,0.0,0.0
29100,2.0,0.16,5.5,0.0,0.0,0.011,0.0,-5.1,0.022,62.0,0.011,313.0,7.1
29096,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29097,2.0,0.0,5.6,0.0,0.0,0.0,0.0,-5.5,0.0,62.7,0.0,311.0,8.1
29094,3.0,0.17,5.7,0.0,0.0,0.014,0.0,-5.9,0.019,63.6,0.014,312.0,8.5
29093,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29091,3.0,0.18,6.4,0.0,0.0,0.016,0.0,-6.6,0.017,65.2,0.016,310.0,7.0
29090,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29087,5.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29088,3.0,0.17,7.8,0.0,0.0,0.019,0.0,-6.8,0.014,66.2,0.019,310.0,6.9
29085,3.0,0.19,9.5,0.0,0.0,0.02,0.0,-6.9,0.014,67.5,0.02,314.0,5.8
29084,5.0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.002,99.7,0.0,0.0,0.0
29082,4.0,0.22,9.8,0.0,0.0,0.021,0.0,-6.7,0.013,67.1,0.022,312.0,5.4
29081,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0
29078,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,0.0,0.0
29079,4.0,0.43,15.2,0.0,0.008,0.033,0.0,-7.2,0.005,72.2,0.041,317.0,3.9
29075,5.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29076,4.0,0.57,16.6,0.0,0.014,0.04,0.0,-7.3,0.001,73.5,0.054,303.0,2.5
29073,3.0,0.5,11.7,0.0,0.008,0.036,0.0,-5.9,0.003,66.4,0.044,309.0,2.3
29072,5.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29070,3.0,0.27,9.5,0.0,0.001,0.027,0.0,-3.8,0.012,56.5,0.028,322.0,3.2
29069,4.0,0.81,20.4,0.0,0.0,0.0,0.0,-3.5,0.0,0.0,0.0,0.0,0.0
29066,4.0,0.52,16.8,2.2,0.02,0.033,0.0,-1.3,0.01,53.4,0.053,181.0,3.8
29067,3.0,0.22,8.0,0.0,0.002,0.018,0.0,-2.3,0.022,50.4,0.019,309.0,4.3
29064,3.0,0.23,7.7,0.0,0.004,0.012,0.0,-0.7,0.028,44.8,0.015,292.0,4.7
29063,4.0,0.46,15.8,2.2,0.016,0.028,0.0,0.4,0.017,44.4,0.045,198.0,3.2
29061,2.0,0.19,6.4,0.0,0.003,0.007,0.0,-0.3,0.033,42.6,0.01,298.0,6.6
29060,3.0,0.29,9.2,2.1,0.012,0.017,0.0,1.3,0.028,36.0,0.029,244.0,3.7
29057,3.0,0.34,10.5,2.1,0.017,0.019,0.0,0.7,0.027,38.0,0.036,260.0,3.6
29058,2.0,0.17,6.1,0.0,0.002,0.004,0.0,-1.1,0.034,43.8,0.007,292.0,8.9
29054,3.0,0.33,11.9,2.1,0.022,0.02,0.0,-0.2,0.025,39.8,0.041,278.0,2.8
29055,2.0,0.17,6.3,0.0,0.002,0.004,0.0,-2.5,0.034,46.3,0.006,299.0,11.0
29052,2.0,0.18,6.6,0.0,0.003,0.004,0.0,-3.9,0.032,49.2,0.007,303.0,10.3
29051,3.0,0.3,10.7,2.1,0.017,0.016,0.0,-2.1,0.026,42.2,0.034,276.0,4.0
29049,2.0,0.19,6.7,0.0,0.003,0.005,0.0,-5.5,0.03,52.9,0.008,303.0,10.2
29048,3.0,0.3,10.2,2.1,0.013,0.014,0.0,-3.2,0.026,45.6,0.027,317.0,3.8
29046,2.0,0.19,7.5,0.0,0.003,0.007,0.0,-7.3,0.027,58.0,0.01,306.0,10.9
29045,3.0,0.28,9.5,2.1,0.01,0.015,0.0,-5.1,0.024,53.5,0.025,326.0,7.8
29043,3.0,0.19,8.1,0.0,0.002,0.011,0.0,-8.7,0.024,62.9,0.012,293.0,9.3
29042,4.0,0.3,10.2,2.1,0.02,0.029,0.0,-6.9,0.013,64.7,0.049,340.0,1.0
29040,3.0,0.19,8.8,0.0,0.0,0.012,0.0,-9.0,0.022,64.7,0.012,302.0,7.9
29039,4.0,0.29,10.4,2.1,0.017,0.036,0.0,-7.6,0.006,68.3,0.053,333.0,2.7
29036,3.0,0.25,10.3,2.1,0.01,0.034,0.0,-7.0,0.006,62.6,0.045,304.0,4.5
29037,3.0,0.17,9.8,0.0,0.0,0.012,0.0,-8.8,0.022,64.8,0.012,312.0,8.1
29034,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29033,3.0,0.25,10.8,2.2,0.001,0.024,0.0,-7.6,0.015,67.9,0.025,310.0,5.6
29031,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29030,3.0,0.25,11.3,2.2,0.001,0.02,0.0,-8.0,0.018,71.6,0.021,329.0,3.5
29028,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29027,3.0,0.0,12.5,0.0,0.0,0.0,0.0,-8.2,0.0,75.1,0.0,341.0,4.2
29025,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29024,3.0,0.25,11.8,2.3,0.001,0.024,0.0,-7.8,0.012,73.5,0.025,341.0,4.3
29021,4.0,0.28,10.4,2.3,0.003,0.028,0.0,-8.1,0.01,79.5,0.031,353.0,2.8
29022,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29018,4.0,0.38,10.2,2.3,0.018,0.035,0.0,-8.8,0.005,94.8,0.053,337.0,2.6
29019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29015,5.0,0.7,13.2,2.5,0.057,0.044,0.0,-10.1,0.002,100.0,0.101,0.0,0.0
29016,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29013,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29012,6.0,0.95,16.9,2.6,0.097,0.048,0.0,-9.4,0.002,99.9,0.145,337.0,2.7
29010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29009,6.0,1.47,28.3,2.9,0.187,0.06,0.0,-10.1,0.002,99.7,0.247,322.0,3.0
29006,6.0,1.44,31.1,3.0,0.188,0.057,0.0,-9.5,0.002,99.7,0.245,3.0,1.5
29007,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29003,5.0,0.99,33.3,2.7,0.117,0.05,0.0,-8.8,0.002,99.8,0.167,0.0,0.0
29001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29000,4.0,0.55,16.6,2.5,0.054,0.043,0.0,-7.2,0.002,89.3,0.098,0.0,0.0
28997,4.0,0.49,15.7,2.5,0.05,0.042,0.0,-5.8,0.004,65.0,0.092,0.0,0.0
28998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28994,4.0,0.41,10.9,2.4,0.046,0.033,0.0,-5.4,0.011,60.5,0.08,172.0,2.1
28991,4.0,0.38,9.7,2.3,0.037,0.028,0.0,-6.7,0.017,65.5,0.065,184.0,4.9
28988,3.0,0.41,9.9,2.4,0.041,0.027,0.0,-7.3,0.018,67.4,0.068,173.0,4.8
28985,4.0,0.42,7.7,2.3,0.042,0.025,0.0,-8.6,0.018,70.4,0.066,182.0,4.8
28982,4.0,0.39,6.0,2.2,0.048,0.026,0.0,-10.3,0.017,78.4,0.074,182.0,4.8
28979,5.0,0.58,11.5,2.2,0.081,0.035,0.0,-12.0,0.012,99.6,0.116,188.0,3.6
28980,2.0,0.44,3.8,0.0,0.01,0.01,0.0,-12.0,0.0,67.4,0.021,308.0,9.9
28976,5.0,0.81,14.3,2.3,0.119,0.044,0.0,-13.9,0.008,99.8,0.163,196.0,2.1
28977,2.0,0.47,3.7,0.0,0.011,0.013,0.0,-14.3,0.018,73.0,0.025,312.0,9.0
28973,5.0,0.83,16.9,2.4,0.157,0.052,0.0,-17.2,0.0,99.9,0.209,0.0,0.0
28974,2.0,0.48,4.8,0.0,0.01,0.019,0.0,-16.9,0.011,77.9,0.029,314.0,6.9
28970,4.0,0.49,16.3,2.3,0.081,0.048,0.0,-19.2,0.003,99.9,0.129,210.0,1.7
28971,2.0,0.47,5.7,0.0,0.005,0.023,0.0,-18.5,0.005,79.5,0.027,315.0,5.9
28968,3.0,0.5,6.4,0.0,0.008,0.026,0.0,-19.4,0.0,79.4,0.034,312.0,4.4
28967,3.0,0.42,10.6,2.3,0.049,0.034,0.0,-19.2,0.004,99.9,0.083,182.0,2.9
28965,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28964,3.0,0.31,9.4,2.3,0.041,0.033,0.0,-19.6,0.003,99.9,0.074,181.0,2.5
28961,3.0,0.27,9.1,2.3,0.032,0.033,0.0,-20.0,0.003,99.9,0.065,0.0,0.0
28962,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28959,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28958,3.0,0.0,7.6,0.0,0.0,0.0,0.0,-20.3,0.0,99.9,0.0,175.0,1.9
28956,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28955,4.0,0.27,7.2,2.2,0.022,0.032,0.0,-19.8,0.003,99.9,0.053,183.0,4.9
28953,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28952,4.0,0.36,12.9,2.4,0.038,0.036,0.0,-19.7,0.003,99.9,0.074,189.0,2.8
28949,4.0,0.42,18.3,2.4,0.048,0.039,0.0,-19.9,0.003,99.9,0.087,0.0,0.0
28950,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28946,4.0,0.43,24.5,2.6,0.048,0.039,0.0,-19.8,0.003,99.9,0.087,187.0,4.1
28947,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28944,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28943,4.0,0.36,19.8,2.4,0.029,0.035,0.0,-19.9,0.003,99.9,0.064,174.0,3.9
28941,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28940,4.0,0.31,20.1,2.4,0.029,0.036,0.0,-20.3,0.003,99.5,0.065,194.0,1.9
28938,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28937,4.0,0.3,21.6,2.3,0.02,0.036,0.0,-19.9,0.003,95.2,0.056,191.0,2.9
28935,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28934,4.0,0.26,14.8,2.2,0.009,0.033,0.0,-19.7,0.004,90.3,0.042,147.0,4.1
28932,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28931,4.0,0.42,14.0,2.4,0.019,0.036,0.0,-19.0,0.002,87.8,0.055,135.0,5.0
28928,3.0,0.36,16.9,2.3,0.019,0.03,0.0,-17.2,0.008,80.0,0.049,131.0,5.4
28929,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28925,3.0,0.21,10.6,2.2,0.013,0.016,0.0,-15.7,0.021,75.1,0.028,181.0,8.0
28922,3.0,0.19,8.0,2.1,0.009,0.01,0.0,-16.3,0.026,77.7,0.019,185.0,9.6
28919,4.0,0.31,17.2,2.2,0.029,0.019,0.0,-16.7,0.023,80.7,0.047,164.0,9.6
28916,3.0,0.28,15.6,2.2,0.031,0.019,0.0,-17.4,0.023,90.3,0.05,131.0,6.1
28913,3.0,0.34,15.4,2.4,0.038,0.021,0.0,-18.1,0.021,98.7,0.059,132.0,5.0
28911,3.0,0.54,14.1,0.0,0.0,0.0,0.0,-17.2,0.019,69.4,0.0,295.0,2.7
28910,3.0,0.3,9.7,2.2,0.029,0.019,0.0,-18.6,0.02,100.0,0.048,181.0,5.1
28907,4.0,0.34,9.2,2.2,0.024,0.018,0.0,-19.6,0.018,100.0,0.042,178.0,3.2
28908,3.0,0.54,16.4,0.0,0.025,0.018,0.0,-20.3,0.013,73.7,0.044,295.0,3.2
28905,3.0,0.62,12.2,0.0,0.033,0.027,0.0,-22.5,0.005,76.1,0.06,308.0,3.2
28904,5.0,0.47,25.4,2.2,0.053,0.031,0.0,-21.6,0.007,96.5,0.084,183.0,3.0
28902,3.0,0.6,11.5,0.0,0.028,0.033,0.0,-23.6,0.0,76.0,0.061,305.0,2.8
28901,5.0,0.51,12.1,2.3,0.066,0.054,0.0,-21.7,0.004,96.2,0.12,182.0,3.4
