,ReadingDate,Year,Month,Day,Hours,Season,Latitude,Longitude,Station Name,Air Quality Health Index,Ozone,Relative Humidity,Outdoor Temperature,Wind Direction,Wind Speed
27972,2022-10-26 09:00:00,2022,10,26,9,Fall,51.08272,-114.138994,Calgary Varsity,3.0,0.005,73.5,-2.4,311.0,4.0
27971,2022-10-26 09:00:00,2022,10,26,9,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,99.8,-2.1,0.0,0.0
27969,2022-10-26 08:00:00,2022,10,26,8,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,83.9,-3.0,294.0,2.6
27968,2022-10-26 08:00:00,2022,10,26,8,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.002,99.9,-2.0,199.0,2.6
27966,2022-10-26 07:00:00,2022,10,26,7,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.001,83.4,-2.9,286.0,2.0
27965,2022-10-26 07:00:00,2022,10,26,7,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.8,-2.6,180.0,2.9
27963,2022-10-26 06:00:00,2022,10,26,6,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.003,84.8,-3.6,307.0,1.1
27962,2022-10-26 06:00:00,2022,10,26,6,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.7,-3.1,179.0,0.7
27960,2022-10-26 05:00:00,2022,10,26,5,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,87.3,-4.2,296.0,1.9
27959,2022-10-26 05:00:00,2022,10,26,5,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,99.7,-3.5,274.0,1.1
27957,2022-10-26 04:00:00,2022,10,26,4,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.01,85.1,-4.2,316.0,3.4
27956,2022-10-26 04:00:00,2022,10,26,4,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.7,-3.3,310.0,1.5
27953,2022-10-26 03:00:00,2022,10,26,3,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.6,-3.3,265.0,3.0
27954,2022-10-26 03:00:00,2022,10,26,3,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.004,92.5,-4.4,310.0,4.4
27950,2022-10-26 02:00:00,2022,10,26,2,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.004,99.5,-3.1,206.0,2.5
27951,2022-10-26 02:00:00,2022,10,26,2,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,94.2,-4.1,318.0,3.3
27948,2022-10-26 01:00:00,2022,10,26,1,Fall,51.08272,-114.138994,Calgary Varsity,3.0,0.003,94.4,-3.7,288.0,3.2
27947,2022-10-26 01:00:00,2022,10,26,1,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.5,-2.4,238.0,2.1
27945,2022-10-25 23:00:00,2022,10,25,23,Fall,51.08272,-114.138994,Calgary Varsity,3.0,0.001,92.2,-2.1,294.0,3.4
27944,2022-10-25 23:00:00,2022,10,25,23,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.004,99.6,-1.3,183.0,2.8
27942,2022-10-25 22:00:00,2022,10,25,22,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.007,89.9,-1.5,321.0,1.2
27941,2022-10-25 22:00:00,2022,10,25,22,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.6,-1.1,228.0,1.5
27939,2022-10-25 21:00:00,2022,10,25,21,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.019,87.4,-0.4,184.0,2.2
27938,2022-10-25 21:00:00,2022,10,25,21,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.006,99.6,-0.3,190.0,3.4
27935,2022-10-25 20:00:00,2022,10,25,20,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.009,99.7,0.5,193.0,3.7
27936,2022-10-25 20:00:00,2022,10,25,20,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.02,84.4,0.4,200.0,5.5
27932,2022-10-25 19:00:00,2022,10,25,19,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.018,99.9,1.4,200.0,6.6
27933,2022-10-25 19:00:00,2022,10,25,19,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.022,80.5,1.4,186.0,15.1
27930,2022-10-25 18:00:00,2022,10,25,18,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,167.0,0.0
27929,2022-10-25 18:00:00,2022,10,25,18,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.021,97.0,2.4,184.0,7.5
27927,2022-10-25 17:00:00,2022,10,25,17,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.022,70.0,3.4,156.0,8.4
27926,2022-10-25 17:00:00,2022,10,25,17,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.022,93.0,2.6,157.0,6.3
27923,2022-10-25 16:00:00,2022,10,25,16,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.026,93.0,2.6,126.0,4.4
27924,2022-10-25 16:00:00,2022,10,25,16,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.028,70.8,3.2,109.0,3.5
27921,2022-10-25 15:00:00,2022,10,25,15,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.029,76.8,2.2,40.0,6.9
27920,2022-10-25 15:00:00,2022,10,25,15,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.027,99.0,2.6,20.0,7.1
27918,2022-10-25 14:00:00,2022,10,25,14,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.029,75.2,2.4,33.0,10.6
27917,2022-10-25 14:00:00,2022,10,25,14,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.026,99.9,2.5,25.0,14.2
27914,2022-10-25 13:00:00,2022,10,25,13,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.026,94.9,2.7,6.0,16.7
27915,2022-10-25 13:00:00,2022,10,25,13,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,78.4,2.3,1.0,9.9
27911,2022-10-25 12:00:00,2022,10,25,12,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27912,2022-10-25 12:00:00,2022,10,25,12,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27909,2022-10-25 11:00:00,2022,10,25,11,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,73.8,2.4,334.0,7.7
27908,2022-10-25 11:00:00,2022,10,25,11,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.021,85.1,2.8,346.0,16.8
27906,2022-10-25 10:00:00,2022,10,25,10,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.022,62.5,3.0,345.0,9.3
27905,2022-10-25 10:00:00,2022,10,25,10,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.016,75.2,3.2,348.0,15.4
27902,2022-10-25 09:00:00,2022,10,25,9,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.002,99.7,0.6,349.0,1.5
27903,2022-10-25 09:00:00,2022,10,25,9,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.011,66.2,1.4,302.0,7.2
27900,2022-10-25 08:00:00,2022,10,25,8,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.014,66.2,1.3,316.0,5.1
27899,2022-10-25 08:00:00,2022,10,25,8,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.001,99.5,-0.9,0.0,0.0
27897,2022-10-25 07:00:00,2022,10,25,7,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.013,71.7,0.2,312.0,5.7
27896,2022-10-25 07:00:00,2022,10,25,7,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.002,99.5,-1.1,60.0,0.4
27893,2022-10-25 06:00:00,2022,10,25,6,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.0,0.0,0.0,0.0,0.0
27894,2022-10-25 06:00:00,2022,10,25,6,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27891,2022-10-25 05:00:00,2022,10,25,5,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,81.7,-1.3,327.0,4.5
27890,2022-10-25 05:00:00,2022,10,25,5,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,99.6,-1.7,148.0,0.9
27888,2022-10-25 04:00:00,2022,10,25,4,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.003,86.9,-1.7,330.0,4.1
27887,2022-10-25 04:00:00,2022,10,25,4,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.002,99.6,-1.3,47.0,1.1
27884,2022-10-25 03:00:00,2022,10,25,3,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.003,99.8,-0.4,220.0,0.5
27885,2022-10-25 03:00:00,2022,10,25,3,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.008,82.2,-0.8,306.0,4.0
27882,2022-10-25 02:00:00,2022,10,25,2,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.013,82.4,-0.3,313.0,4.7
27881,2022-10-25 02:00:00,2022,10,25,2,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.011,99.9,0.4,0.0,0.0
27879,2022-10-25 01:00:00,2022,10,25,1,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.015,82.5,-0.2,303.0,3.6
27878,2022-10-25 01:00:00,2022,10,25,1,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.011,99.9,0.5,238.0,1.1
27876,2022-10-24 23:00:00,2022,10,24,23,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.009,86.2,-0.3,326.0,3.3
27875,2022-10-24 23:00:00,2022,10,24,23,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.01,99.7,-0.3,297.0,0.6
27872,2022-10-24 22:00:00,2022,10,24,22,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.019,95.5,0.9,340.0,4.6
27873,2022-10-24 22:00:00,2022,10,24,22,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.01,82.4,0.3,289.0,3.2
27869,2022-10-24 21:00:00,2022,10,24,21,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.021,84.8,1.6,335.0,10.7
27870,2022-10-24 21:00:00,2022,10,24,21,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.023,74.3,1.7,310.0,5.4
27867,2022-10-24 20:00:00,2022,10,24,20,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,68.9,2.5,328.0,6.8
27866,2022-10-24 20:00:00,2022,10,24,20,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.013,75.1,2.7,342.0,9.6
27864,2022-10-24 19:00:00,2022,10,24,19,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.023,63.8,3.8,20.0,4.1
27863,2022-10-24 19:00:00,2022,10,24,19,Fall,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.007,65.1,3.8,351.0,11.1
27860,2022-10-24 18:00:00,2022,10,24,18,Fall,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.0,0.0,0.0,0.0,0.0
27861,2022-10-24 18:00:00,2022,10,24,18,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27858,2022-10-24 17:00:00,2022,10,24,17,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,55.9,5.5,301.0,6.3
27857,2022-10-24 17:00:00,2022,10,24,17,Fall,51.030789,-114.008836,Calgary Central Inglewood,5.0,0.005,72.0,5.0,204.0,3.4
27855,2022-10-24 16:00:00,2022,10,24,16,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.021,54.6,6.1,270.0,4.1
27854,2022-10-24 16:00:00,2022,10,24,16,Fall,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.007,69.2,4.9,155.0,2.4
27851,2022-10-24 15:00:00,2022,10,24,15,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.019,53.0,6.2,126.0,3.3
27852,2022-10-24 15:00:00,2022,10,24,15,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,49.2,6.8,315.0,2.7
27849,2022-10-24 14:00:00,2022,10,24,14,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,49.0,6.7,293.0,2.9
27848,2022-10-24 14:00:00,2022,10,24,14,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.025,47.1,6.9,287.0,2.2
27846,2022-10-24 13:00:00,2022,10,24,13,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.018,57.5,4.9,292.0,2.6
27845,2022-10-24 13:00:00,2022,10,24,13,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.015,70.0,4.3,272.0,1.1
27842,2022-10-24 12:00:00,2022,10,24,12,Fall,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.0,0.0,0.0,0.0,0.0
27843,2022-10-24 12:00:00,2022,10,24,12,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27840,2022-10-24 11:00:00,2022,10,24,11,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.006,76.8,-0.3,302.0,2.8
27839,2022-10-24 11:00:00,2022,10,24,11,Fall,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.005,99.9,0.0,148.0,1.8
27837,2022-10-24 10:00:00,2022,10,24,10,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.008,83.1,-2.0,303.0,3.4
27836,2022-10-24 10:00:00,2022,10,24,10,Fall,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.006,99.7,-1.5,296.0,1.8
27834,2022-10-24 09:00:00,2022,10,24,9,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.002,89.8,-4.4,306.0,3.3
27833,2022-10-24 09:00:00,2022,10,24,9,Fall,51.030789,-114.008836,Calgary Central Inglewood,4.0,0.003,99.6,-3.7,0.0,0.0
27830,2022-10-24 08:00:00,2022,10,24,8,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.003,99.6,-3.9,0.0,0.0
27831,2022-10-24 08:00:00,2022,10,24,8,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,91.1,-4.5,305.0,3.5
27828,2022-10-24 07:00:00,2022,10,24,7,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.001,92.2,-4.6,309.0,4.1
27827,2022-10-24 07:00:00,2022,10,24,7,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.002,99.6,-4.0,201.0,2.1
27825,2022-10-24 06:00:00,2022,10,24,6,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27824,2022-10-24 06:00:00,2022,10,24,6,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27821,2022-10-24 05:00:00,2022,10,24,5,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,99.6,-4.9,110.0,2.6
27822,2022-10-24 05:00:00,2022,10,24,5,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,92.4,-4.7,298.0,3.6
27819,2022-10-24 04:00:00,2022,10,24,4,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.005,90.8,-4.2,359.0,0.5
27818,2022-10-24 04:00:00,2022,10,24,4,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.007,99.6,-4.5,103.0,2.0
27816,2022-10-24 03:00:00,2022,10,24,3,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.015,89.3,-3.6,163.0,1.6
27815,2022-10-24 03:00:00,2022,10,24,3,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.012,99.6,-4.7,117.0,1.8
27813,2022-10-24 02:00:00,2022,10,24,2,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.016,87.6,-3.2,158.0,1.5
27812,2022-10-24 02:00:00,2022,10,24,2,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.02,99.7,-4.4,126.0,4.6
27809,2022-10-24 01:00:00,2022,10,24,1,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.014,99.7,-3.2,117.0,4.1
27810,2022-10-24 01:00:00,2022,10,24,1,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.021,82.0,-2.5,151.0,3.1
27806,2022-10-23 23:00:00,2022,10,23,23,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.018,99.7,-1.8,181.0,4.7
27807,2022-10-23 23:00:00,2022,10,23,23,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,77.2,-1.0,144.0,6.2
27804,2022-10-23 22:00:00,2022,10,23,22,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.025,80.4,-0.7,168.0,6.1
27803,2022-10-23 22:00:00,2022,10,23,22,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.015,99.7,-1.4,189.0,4.5
27801,2022-10-23 21:00:00,2022,10,23,21,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.022,83.2,-0.2,166.0,6.4
27800,2022-10-23 21:00:00,2022,10,23,21,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.016,99.7,-0.7,191.0,5.7
27798,2022-10-23 20:00:00,2022,10,23,20,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.021,85.5,0.4,168.0,6.5
27797,2022-10-23 20:00:00,2022,10,23,20,Fall,51.030789,-114.008836,Calgary Central Inglewood,3.0,0.012,99.7,0.2,181.0,5.0
27795,2022-10-23 19:00:00,2022,10,23,19,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.017,83.5,0.9,194.0,5.3
27794,2022-10-23 19:00:00,2022,10,23,19,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.017,99.9,1.2,185.0,5.3
27791,2022-10-23 18:00:00,2022,10,23,18,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27792,2022-10-23 18:00:00,2022,10,23,18,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27788,2022-10-23 17:00:00,2022,10,23,17,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.03,71.5,3.5,280.0,1.7
27789,2022-10-23 17:00:00,2022,10,23,17,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,73.0,2.3,97.0,2.5
27785,2022-10-23 16:00:00,2022,10,23,16,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.028,91.1,2.8,11.0,3.5
27786,2022-10-23 16:00:00,2022,10,23,16,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.028,76.1,1.8,58.0,4.4
27782,2022-10-23 15:00:00,2022,10,23,15,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.028,99.9,1.9,4.0,7.1
27783,2022-10-23 15:00:00,2022,10,23,15,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,81.0,1.5,23.0,5.9
27780,2022-10-23 14:00:00,2022,10,23,14,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,84.1,1.1,348.0,7.2
27779,2022-10-23 14:00:00,2022,10,23,14,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.033,99.9,1.9,340.0,9.3
27777,2022-10-23 13:00:00,2022,10,23,13,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.028,83.7,1.2,329.0,7.2
27776,2022-10-23 13:00:00,2022,10,23,13,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.036,99.9,1.7,345.0,10.3
27773,2022-10-23 12:00:00,2022,10,23,12,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27774,2022-10-23 12:00:00,2022,10,23,12,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27771,2022-10-23 11:00:00,2022,10,23,11,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,94.3,-0.1,312.0,4.5
27770,2022-10-23 11:00:00,2022,10,23,11,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.032,99.5,-0.1,339.0,11.6
27768,2022-10-23 10:00:00,2022,10,23,10,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,95.3,-0.5,322.0,6.2
27767,2022-10-23 10:00:00,2022,10,23,10,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.029,99.5,-0.2,339.0,11.9
27765,2022-10-23 09:00:00,2022,10,23,9,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.02,95.5,-0.6,313.0,5.9
27764,2022-10-23 09:00:00,2022,10,23,9,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.029,99.5,-0.3,341.0,15.1
27761,2022-10-23 08:00:00,2022,10,23,8,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.023,99.5,-0.2,341.0,13.9
27762,2022-10-23 08:00:00,2022,10,23,8,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.02,95.5,-0.6,325.0,6.4
27759,2022-10-23 07:00:00,2022,10,23,7,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.021,95.5,-0.6,332.0,7.1
27758,2022-10-23 07:00:00,2022,10,23,7,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.021,99.5,-0.2,345.0,12.4
27756,2022-10-23 06:00:00,2022,10,23,6,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27755,2022-10-23 06:00:00,2022,10,23,6,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27752,2022-10-23 05:00:00,2022,10,23,5,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,99.5,0.0,348.0,11.8
27753,2022-10-23 05:00:00,2022,10,23,5,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,95.4,-0.7,346.0,6.6
27750,2022-10-23 04:00:00,2022,10,23,4,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.021,95.2,-0.5,2.0,6.9
27749,2022-10-23 04:00:00,2022,10,23,4,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.022,99.5,0.1,352.0,10.8
27747,2022-10-23 03:00:00,2022,10,23,3,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.022,95.1,-0.5,8.0,6.4
27746,2022-10-23 03:00:00,2022,10,23,3,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.024,99.5,0.1,9.0,9.6
27744,2022-10-23 02:00:00,2022,10,23,2,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,95.0,-0.5,14.0,6.5
27743,2022-10-23 02:00:00,2022,10,23,2,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.021,99.5,0.3,10.0,9.9
27740,2022-10-23 01:00:00,2022,10,23,1,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.025,99.5,0.5,35.0,8.0
27741,2022-10-23 01:00:00,2022,10,23,1,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,94.6,0.0,19.0,5.5
27737,2022-10-22 23:00:00,2022,10,22,23,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.021,99.5,0.6,12.0,7.3
27738,2022-10-22 23:00:00,2022,10,22,23,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,93.9,0.0,7.0,5.6
27735,2022-10-22 22:00:00,2022,10,22,22,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.02,93.2,0.2,346.0,4.6
27734,2022-10-22 22:00:00,2022,10,22,22,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.018,99.5,0.5,350.0,8.2
27732,2022-10-22 21:00:00,2022,10,22,21,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.023,92.4,0.1,339.0,4.3
27731,2022-10-22 21:00:00,2022,10,22,21,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.023,99.5,0.5,354.0,9.1
27729,2022-10-22 20:00:00,2022,10,22,20,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,92.0,0.2,353.0,5.3
27728,2022-10-22 20:00:00,2022,10,22,20,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.023,99.5,0.5,351.0,9.9
27726,2022-10-22 19:00:00,2022,10,22,19,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,90.2,0.2,331.0,5.5
27725,2022-10-22 19:00:00,2022,10,22,19,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.025,99.5,0.6,353.0,10.7
27722,2022-10-22 18:00:00,2022,10,22,18,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27723,2022-10-22 18:00:00,2022,10,22,18,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27719,2022-10-22 17:00:00,2022,10,22,17,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.026,99.5,0.8,355.0,13.2
27720,2022-10-22 17:00:00,2022,10,22,17,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,88.1,0.6,1.0,7.2
27717,2022-10-22 16:00:00,2022,10,22,16,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.027,85.9,0.9,7.0,7.2
27716,2022-10-22 16:00:00,2022,10,22,16,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.029,99.5,0.7,357.0,13.4
27714,2022-10-22 15:00:00,2022,10,22,15,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.029,85.7,0.7,359.0,7.7
27713,2022-10-22 15:00:00,2022,10,22,15,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.031,99.5,0.5,355.0,14.0
27710,2022-10-22 14:00:00,2022,10,22,14,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.031,99.5,0.3,356.0,12.2
27711,2022-10-22 14:00:00,2022,10,22,14,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.031,87.9,0.4,10.0,6.5
27708,2022-10-22 13:00:00,2022,10,22,13,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.032,92.2,0.1,41.0,3.7
27707,2022-10-22 13:00:00,2022,10,22,13,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.03,99.6,0.1,13.0,11.4
27705,2022-10-22 12:00:00,2022,10,22,12,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.0,0.0,0.0,0.0,0.0
27704,2022-10-22 12:00:00,2022,10,22,12,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.0,0.0,0.0,0.0,0.0
27701,2022-10-22 11:00:00,2022,10,22,11,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.026,99.6,0.2,15.0,9.8
27702,2022-10-22 11:00:00,2022,10,22,11,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.026,95.7,0.3,5.0,73.2
27698,2022-10-22 10:00:00,2022,10,22,10,Fall,51.030789,-114.008836,Calgary Central Inglewood,2.0,0.026,99.6,0.2,9.0,9.8
27699,2022-10-22 10:00:00,2022,10,22,10,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,95.7,0.0,9.0,142.1
27696,2022-10-22 09:00:00,2022,10,22,9,Fall,51.08272,-114.138994,Calgary Varsity,2.0,0.024,95.7,-0.2,4.0,179.8
